country,year,adult_pop,total_pop
MD,1810,334038,581292
MD,1811,336798,586095
MD,1812,339573,590923
MD,1813,342209,595510
MD,1814,344836,600082
MD,1815,348741,606878
MD,1816,353711,615527
MD,1817,358760,624314
MD,1818,363859,633186
MD,1819,369168,642425
MD,1820,374551,651792
MD,1821,380062,661383
MD,1822,385593,671008
MD,1823,391142,680664
MD,1824,396806,690520
MD,1825,402543,700504
MD,1826,408341,710593
MD,1827,414158,720717
MD,1828,419907,730721
MD,1829,425751,740891
MD,1830,431654,751163
MD,1831,437271,760937
MD,1832,443065,771020
MD,1833,448949,781260
MD,1834,454994,791779
MD,1835,459676,799926
MD,1836,463018,805742
MD,1837,466407,811641
MD,1838,469927,817766
MD,1839,473812,824527
MD,1840,478050,831901
MD,1841,482192,839109
MD,1842,486517,846636
MD,1843,490383,853363
MD,1844,494868,861167
MD,1845,499538,869295
MD,1846,503971,877009
MD,1847,508332,884597
MD,1848,513054,892816
MD,1849,518032,901478
MD,1850,522634,909486
MD,1851,526774,916691
MD,1852,530770,923644
MD,1853,534716,930510
MD,1854,538489,937077
MD,1855,542184,943507
MD,1856,545947,950055
MD,1857,550450,957892
MD,1858,557111,969483
MD,1859,562207,978351
MD,1860,561761,977574
MD,1861,561219,976631
MD,1862,563697,980944
MD,1863,567232,987096
MD,1864,570811,993323
MD,1865,577295,1004607
MD,1866,594675,1034851
MD,1867,614221,1068866
MD,1868,626665,1090520
MD,1869,636246,1107194
MD,1870,643484,1119789
MD,1871,651967,1134550
MD,1872,661184,1150590
MD,1873,672899,1170976
MD,1874,681462,1185878
MD,1875,687455,1196306
MD,1876,695120,1209645
MD,1877,701227,1220273
MD,1878,712671,1240187
MD,1879,731073,1272210
MD,1880,748024,1301710
MD,1881,765206,1331608
MD,1882,782208,1361196
MD,1883,798103,1388857
MD,1884,812892,1414591
MD,1885,828187,1441208
MD,1886,844077,1468861
MD,1887,860056,1496667
MD,1888,872713,1518692
MD,1889,882022,1534892
MD,1890,891298,1551034
MD,1891,900459,1566976
MD,1892,909662,1582990
MD,1893,918856,1598990
MD,1894,928113,1615100
MD,1895,937351,1631176
MD,1896,946755,1647541
MD,1897,959021,1668886
MD,1898,974274,1695429
MD,1899,990548,1723749
MD,1900,1007202,1752729
MD,1901,1022715,1779725
MD,1902,1038938,1807957
MD,1903,1055873,1837427
MD,1904,1071759,1865073
MD,1905,1086240,1890272
MD,1906,1102143,1917946
MD,1907,1119906,1948856
MD,1908,1137318,1979158
MD,1909,1153301,2006971
MD,1910,1169830,2035734
MD,1911,1188795,2068738
MD,1912,1208802,2103554
MD,1913,1252384,2179395
MD,1914,1241345,2160185
MD,1915,1257738,2188712
MD,1916,1254496,2183071
MD,1917,1246233,2168692
MD,1918,1239946,2157751
MD,1919,1206679,2099859
MD,1920,1196148,2081533
MD,1921,1185586,2063153
MD,1922,1186549,2064829
MD,1923,1198230,2085157
MD,1924,1220475,2123867
MD,1925,1243936,2164693
MD,1926,1266527,2204006
MD,1927,1290343,2245451
MD,1928,1315032,2288415
MD,1929,1338896,2329943
MD,1930,1360679,2367849
MD,1931,1379315,2400280
MD,1932,1393038,2424160
MD,1933,1376625,2395599
MD,1934,1361460,2369208
MD,1935,1376182,2394827
MD,1936,1394818,2427259
MD,1937,1417438,2466622
MD,1938,1442966,2511046
MD,1939,1443795,2512488
MD,1940,1444625,2513931
MD,1941,1445454,2515374
MD,1942,1446283,2516817
MD,1943,1447112,2518260
MD,1944,1447941,2519703
MD,1945,1448770,2521146
MD,1946,1449599,2522589
MD,1947,1450429,2524031
MD,1948,1451258,2525474
MD,1949,1452087,2526917
MD,1950,1452916,2528360
MD,1951,1482625,2572745
MD,1952,1512075,2619778
MD,1953,1542034,2669505
MD,1954,1572904,2721546
MD,1955,1604761,2775557
MD,1956,1637194,2831238
MD,1957,1669790,2887995
MD,1958,1702737,2944561
MD,1959,1741353,3007367
MD,1960,1784182,3076166
MD,1961,1824543,3143887
MD,1962,1862001,3209505
MD,1963,1896177,3271788
MD,1964,1926969,3330238
MD,1965,1956257,3385972
MD,1966,1987331,3440655
MD,1967,2022405,3494202
MD,1968,2063296,3547082
MD,1969,2110710,3599990
MD,1970,2154188,3643517
MD,1971,2191712,3677927
MD,1972,2232368,3713997
MD,1973,2276969,3752623
MD,1974,2325104,3793847
MD,1975,2376238,3836946
MD,1976,2429981,3881030
MD,1977,2485295,3925583
MD,1978,2540588,3970294
MD,1979,2573654,4010389
MD,1980,2600393,4048713
MD,1981,2642187,4089538
MD,1982,2681647,4130065
MD,1983,2717354,4172076
MD,1984,2748817,4215888
MD,1985,2776631,4261131
MD,1986,2802571,4309366
MD,1987,2827577,4359064
MD,1988,2851363,4407769
MD,1989,2865164,4439380
MD,1990,2869466,4451148
MD,1991,2874162,4456609
MD,1992,2879843,4455711
MD,1993,2883534,4448239
MD,1994,2883937,4434456
MD,1995,2882368,4414211
MD,1996,2878788,4387655
MD,1997,2872931,4355538
MD,1998,2865937,4318715
MD,1999,2859362,4278216
MD,2000,2853572,4234967
MD,2001,2848104,4189770
MD,2002,2843139,4142930
MD,2003,2840004,4095419
MD,2004,2837475,4046669
MD,2005,2829221,3988669
MD,2006,2814460,3921316
MD,2007,2796083,3851396
MD,2008,2772855,3779504
MD,2009,2743636,3706210
MD,2010,2708698,3631992
MD,2011,2669125,3557266
MD,2012,2626163,3482626
MD,2013,2580446,3408738
MD,2014,2535597,3342709
MD,2015,2493066,3287164
MD,2016,2451091,3237794
MD,2017,2410981,3193497
MD,2018,2373268,3153773
MD,2019,2333788,3112562
MD,2020,2292757,3069131
MD,2021,2250231,3023778
MD,2022,2256115,3039985
MD,2023,2273488,3067070
MD,2024,2248859,3034961
ME,1800,68594,128548
ME,1801,69016,129339
ME,1802,69432,130119
ME,1803,69850,130903
ME,1804,70273,131694
ME,1805,70697,132490
ME,1806,71125,133292
ME,1807,71556,134099
ME,1808,71989,134911
ME,1809,72426,135730
ME,1810,72866,136555
ME,1811,73318,137401
ME,1812,73773,138254
ME,1813,74236,139121
ME,1814,74130,138924
ME,1815,74028,138733
ME,1816,74515,139644
ME,1817,75005,140563
ME,1818,75500,141491
ME,1819,76302,142993
ME,1820,77115,144516
ME,1821,78191,146533
ME,1822,79037,148118
ME,1823,79892,149722
ME,1824,80763,151353
ME,1825,81651,153019
ME,1826,82551,154704
ME,1827,83466,156419
ME,1828,84350,158075
ME,1829,85113,159506
ME,1830,85887,160957
ME,1831,86527,162155
ME,1832,87189,163395
ME,1833,87858,164650
ME,1834,88562,165968
ME,1835,89444,167622
ME,1836,90340,169300
ME,1837,91250,171006
ME,1838,92298,172971
ME,1839,92751,173820
ME,1840,93222,174703
ME,1841,93743,175679
ME,1842,94119,176384
ME,1843,94004,176168
ME,1844,94350,176815
ME,1845,94706,177483
ME,1846,95027,178084
ME,1847,95041,178110
ME,1848,95093,178208
ME,1849,95154,178322
ME,1850,95472,178919
ME,1851,95687,179321
ME,1852,96324,180516
ME,1853,96983,181750
ME,1854,97635,182972
ME,1855,98350,184313
ME,1856,99064,185650
ME,1857,100387,188130
ME,1858,101369,189970
ME,1859,102400,191902
ME,1860,103462,193892
ME,1861,104438,195722
ME,1862,105408,197540
ME,1863,106406,199409
ME,1864,107417,201303
ME,1865,108423,203189
ME,1866,109467,205146
ME,1867,110385,206866
ME,1868,111471,208901
ME,1869,112616,211047
ME,1870,112952,211677
ME,1871,113645,212976
ME,1872,114196,214008
ME,1873,114742,215031
ME,1874,115483,216421
ME,1875,116364,218071
ME,1876,116782,218855
ME,1877,117314,219852
ME,1878,117925,220998
ME,1879,114954,215428
ME,1880,115800,217014
ME,1881,116042,217468
ME,1882,117409,220030
ME,1883,119089,223178
ME,1884,120801,226387
ME,1885,122469,229512
ME,1886,124068,232509
ME,1887,125812,235778
ME,1888,127632,239189
ME,1889,129520,242726
ME,1890,131056,245605
ME,1891,132362,248052
ME,1892,133356,249915
ME,1893,134723,252478
ME,1894,136172,255193
ME,1895,137807,258256
ME,1896,139268,260994
ME,1897,140869,263994
ME,1898,142226,266539
ME,1899,143811,269508
ME,1900,145348,272388
ME,1901,146864,275229
ME,1902,148384,278079
ME,1903,149904,280927
ME,1904,151548,284007
ME,1905,152839,286427
ME,1906,154531,289597
ME,1907,156318,292946
ME,1908,157918,295945
ME,1909,159418,298756
ME,1910,161579,302807
ME,1911,163145,305742
ME,1912,164856,308947
ME,1913,163017,305501
ME,1914,163391,306202
ME,1915,160252,300320
ME,1916,158548,297127
ME,1917,156729,293718
ME,1918,153684,288010
ME,1919,158562,297152
ME,1920,160875,301487
ME,1921,163238,305915
ME,1922,165713,310553
ME,1923,168137,315096
ME,1924,170597,319707
ME,1925,173126,324445
ME,1926,175712,329291
ME,1927,178221,333993
ME,1928,180823,338871
ME,1929,183460,343813
ME,1930,186153,348858
ME,1931,188706,353644
ME,1932,191276,358460
ME,1933,193883,363345
ME,1934,196506,368261
ME,1935,199115,373150
ME,1936,201891,378353
ME,1937,204627,383481
ME,1938,207407,388690
ME,1939,208022,389842
ME,1940,208636,390994
ME,1941,209251,392146
ME,1942,209866,393297
ME,1943,210480,394449
ME,1944,211095,395601
ME,1945,211709,396753
ME,1946,212324,397905
ME,1947,212939,399057
ME,1948,213553,400208
ME,1949,214168,401360
ME,1950,214783,402512
ME,1951,219363,410073
ME,1952,224111,418900
ME,1953,228729,427479
ME,1954,233092,434371
ME,1955,237436,440584
ME,1956,241857,446690
ME,1957,246337,452741
ME,1958,250781,458805
ME,1959,255072,464899
ME,1960,259131,471197
ME,1961,263223,477827
ME,1962,267400,484442
ME,1963,271225,490788
ME,1964,274536,496930
ME,1965,277512,502892
ME,1966,280602,508634
ME,1967,284281,514096
ME,1968,288698,519308
ME,1969,293821,524446
ME,1970,299453,529671
ME,1971,305574,535109
ME,1972,312222,540698
ME,1973,319160,546262
ME,1974,326147,551732
ME,1975,332953,557151
ME,1976,339473,562630
ME,1977,345753,568093
ME,1978,351932,573516
ME,1979,358044,579011
ME,1980,364115,584820
ME,1981,370127,589909
ME,1982,375957,593629
ME,1983,381501,596956
ME,1984,386577,600247
ME,1985,391180,603500
ME,1986,395409,606795
ME,1987,399288,610170
ME,1988,402934,613585
ME,1989,406493,617042
ME,1990,410000,620497
ME,1991,413755,623559
ME,1992,417776,626019
ME,1993,421612,628099
ME,1994,425135,629878
ME,1995,428410,631381
ME,1996,431529,632620
ME,1997,434516,633533
ME,1998,437366,634091
ME,1999,440079,634283
ME,2000,442681,634193
ME,2001,445263,633991
ME,2002,447939,633766
ME,2003,450732,633559
ME,2004,453874,633754
ME,2005,457042,634050
ME,2006,459703,633871
ME,2007,461962,633379
ME,2008,463811,632845
ME,2009,465165,632438
ME,2010,466159,632088
ME,2011,467927,632688
ME,2012,470146,633540
ME,2013,471330,633202
ME,2014,471118,631375
ME,2015,469906,628145
ME,2016,468063,624249
ME,2017,465707,620114
ME,2018,463115,615795
ME,2019,460492,611667
ME,2020,458050,607935
ME,2021,455251,603851
ME,2022,463796,614648
ME,2023,478793,633552
ME,2024,483267,638479
MF,1800,640,1246
MF,1801,644,1255
MF,1802,649,1263
MF,1803,653,1272
MF,1804,658,1281
MF,1805,662,1290
MF,1806,667,1299
MF,1807,672,1308
MF,1808,676,1317
MF,1809,681,1326
MF,1810,686,1335
MF,1811,685,1335
MF,1812,685,1335
MF,1813,685,1334
MF,1814,685,1334
MF,1815,684,1333
MF,1816,684,1333
MF,1817,687,1338
MF,1818,693,1350
MF,1819,707,1377
MF,1820,718,1398
MF,1821,711,1385
MF,1822,714,1391
MF,1823,717,1397
MF,1824,724,1409
MF,1825,733,1428
MF,1826,742,1446
MF,1827,749,1459
MF,1828,756,1472
MF,1829,763,1485
MF,1830,769,1499
MF,1831,776,1512
MF,1832,793,1544
MF,1833,807,1572
MF,1834,814,1585
MF,1835,825,1606
MF,1836,828,1614
MF,1837,831,1618
MF,1838,832,1621
MF,1839,835,1626
MF,1840,838,1632
MF,1841,841,1638
MF,1842,844,1644
MF,1843,847,1650
MF,1844,850,1656
MF,1845,853,1662
MF,1846,856,1668
MF,1847,860,1675
MF,1848,863,1681
MF,1849,867,1688
MF,1850,870,1695
MF,1851,874,1702
MF,1852,877,1709
MF,1853,889,1731
MF,1854,900,1754
MF,1855,912,1777
MF,1856,924,1800
MF,1857,936,1823
MF,1858,948,1847
MF,1859,961,1871
MF,1860,973,1896
MF,1861,986,1921
MF,1862,1010,1967
MF,1863,1026,1998
MF,1864,1041,2028
MF,1865,1034,2014
MF,1866,1013,1972
MF,1867,991,1931
MF,1868,997,1943
MF,1869,1003,1954
MF,1870,1010,1966
MF,1871,1016,1978
MF,1872,1022,1991
MF,1873,1028,2003
MF,1874,1035,2015
MF,1875,1041,2028
MF,1876,1047,2040
MF,1877,1052,2048
MF,1878,1056,2057
MF,1879,1060,2065
MF,1880,1064,2073
MF,1881,1069,2082
MF,1882,1073,2090
MF,1883,1077,2099
MF,1884,1087,2118
MF,1885,1097,2138
MF,1886,1108,2157
MF,1887,1120,2181
MF,1888,1132,2205
MF,1889,1142,2225
MF,1890,1153,2246
MF,1891,1164,2267
MF,1892,1175,2288
MF,1893,1186,2309
MF,1894,1197,2331
MF,1895,1218,2372
MF,1896,1239,2413
MF,1897,1261,2456
MF,1898,1283,2499
MF,1899,1306,2543
MF,1900,1337,2605
MF,1901,1335,2600
MF,1902,1220,2377
MF,1903,1218,2372
MF,1904,1215,2367
MF,1905,1212,2361
MF,1906,1212,2360
MF,1907,1211,2359
MF,1908,1211,2358
MF,1909,1210,2357
MF,1910,1210,2357
MF,1911,1209,2356
MF,1912,1209,2355
MF,1913,1209,2354
MF,1914,1208,2353
MF,1915,1208,2353
MF,1916,1208,2352
MF,1917,1207,2351
MF,1918,1207,2351
MF,1919,1207,2350
MF,1920,1206,2350
MF,1921,1206,2349
MF,1922,1206,2349
MF,1923,1206,2348
MF,1924,1205,2348
MF,1925,1205,2347
MF,1926,1205,2347
MF,1927,1205,2347
MF,1928,1205,2347
MF,1929,1205,2346
MF,1930,1205,2346
MF,1931,1204,2346
MF,1932,1210,2358
MF,1933,1216,2369
MF,1934,1225,2387
MF,1935,1234,2404
MF,1936,1244,2424
MF,1937,1253,2441
MF,1938,1262,2458
MF,1939,1285,2502
MF,1940,1307,2546
MF,1941,1330,2590
MF,1942,1352,2633
MF,1943,1375,2677
MF,1944,1397,2721
MF,1945,1420,2765
MF,1946,1442,2809
MF,1947,1465,2853
MF,1948,1487,2896
MF,1949,1510,2940
MF,1950,1532,2984
MF,1951,1576,3113
MF,1952,1612,3232
MF,1953,1648,3353
MF,1954,1689,3479
MF,1955,1724,3599
MF,1956,1759,3723
MF,1957,1794,3847
MF,1958,1832,3972
MF,1959,1883,4112
MF,1960,1930,4250
MF,1961,1971,4386
MF,1962,2014,4527
MF,1963,2062,4673
MF,1964,2115,4827
MF,1965,2187,4996
MF,1966,2294,5213
MF,1967,2423,5472
MF,1968,2516,5693
MF,1969,2580,5868
MF,1970,2663,6047
MF,1971,2751,6228
MF,1972,2838,6409
MF,1973,2930,6596
MF,1974,3039,6801
MF,1975,3188,7038
MF,1976,3378,7303
MF,1977,3573,7569
MF,1978,3766,7822
MF,1979,3961,8063
MF,1980,4156,8288
MF,1981,4353,8498
MF,1982,5024,9494
MF,1983,6330,11485
MF,1984,7876,13733
MF,1985,9569,16095
MF,1986,11377,18558
MF,1987,13265,21108
MF,1988,15227,23749
MF,1989,17235,26453
MF,1990,18437,28224
MF,1991,18642,28800
MF,1992,18656,29081
MF,1993,18658,29282
MF,1994,18657,29413
MF,1995,18649,29470
MF,1996,18629,29443
MF,1997,18594,29323
MF,1998,18546,29107
MF,1999,18669,29284
MF,2000,19015,29996
MF,2001,19451,30803
MF,2002,19937,31604
MF,2003,20455,32395
MF,2004,20987,33171
MF,2005,21527,33928
MF,2006,22051,34658
MF,2007,22533,35337
MF,2008,22999,35958
MF,2009,23464,36502
MF,2010,23854,36856
MF,2011,24166,37069
MF,2012,24427,37276
MF,2013,24570,37419
MF,2014,24627,37450
MF,2015,24697,37369
MF,2016,24816,37175
MF,2017,24901,36837
MF,2018,24944,36012
MF,2019,25079,34267
MF,2020,23456,31786
MF,2021,21412,29961
MF,2022,20701,28870
MF,2023,19708,27515
MF,2024,18647,26129
MG,1800,1387717,2707875
MG,1801,1389020,2710418
MG,1802,1390325,2712963
MG,1803,1391630,2715510
MG,1804,1392937,2718060
MG,1805,1394245,2720612
MG,1806,1395554,2723167
MG,1807,1396864,2725724
MG,1808,1398176,2728283
MG,1809,1399489,2730845
MG,1810,1400803,2733409
MG,1811,1400366,2732556
MG,1812,1399929,2731704
MG,1813,1399492,2730851
MG,1814,1399055,2729999
MG,1815,1398619,2729148
MG,1816,1398182,2728296
MG,1817,1397746,2727445
MG,1818,1397310,2726594
MG,1819,1396874,2725743
MG,1820,1396438,2724893
MG,1821,1394682,2721465
MG,1822,1392927,2718042
MG,1823,1391175,2714623
MG,1824,1389425,2711208
MG,1825,1387678,2707798
MG,1826,1385932,2704392
MG,1827,1384189,2700990
MG,1828,1382448,2697592
MG,1829,1380709,2694199
MG,1830,1378972,2690810
MG,1831,1377215,2687382
MG,1832,1375461,2683959
MG,1833,1373709,2680540
MG,1834,1371959,2677125
MG,1835,1370211,2673715
MG,1836,1368465,2670309
MG,1837,1366722,2666907
MG,1838,1364981,2663509
MG,1839,1363242,2660116
MG,1840,1361505,2656728
MG,1841,1360190,2654161
MG,1842,1358876,2651596
MG,1843,1357563,2649034
MG,1844,1356251,2646475
MG,1845,1354941,2643918
MG,1846,1353632,2641363
MG,1847,1352324,2638811
MG,1848,1351017,2636262
MG,1849,1349712,2633715
MG,1850,1348408,2631170
MG,1851,1352453,2639063
MG,1852,1356510,2646981
MG,1853,1360580,2654922
MG,1854,1364662,2662886
MG,1855,1368756,2670875
MG,1856,1372862,2678888
MG,1857,1376980,2686924
MG,1858,1381111,2694985
MG,1859,1385255,2703070
MG,1860,1389411,2711179
MG,1861,1393579,2719313
MG,1862,1397759,2727471
MG,1863,1401953,2735653
MG,1864,1406159,2743860
MG,1865,1410377,2752092
MG,1866,1414608,2760348
MG,1867,1418852,2768629
MG,1868,1423109,2776935
MG,1869,1427378,2785266
MG,1870,1431660,2793621
MG,1871,1437387,2804796
MG,1872,1443136,2816015
MG,1873,1448909,2827279
MG,1874,1454704,2838588
MG,1875,1460523,2849943
MG,1876,1466365,2861342
MG,1877,1472231,2872788
MG,1878,1478120,2884279
MG,1879,1484032,2895816
MG,1880,1489968,2907399
MG,1881,1495928,2919029
MG,1882,1501912,2930705
MG,1883,1507920,2942428
MG,1884,1513951,2954198
MG,1885,1520007,2966014
MG,1886,1526087,2977878
MG,1887,1532191,2989790
MG,1888,1538320,3001749
MG,1889,1544473,3013756
MG,1890,1550651,3025811
MG,1891,1539797,3004630
MG,1892,1529018,2983598
MG,1893,1518315,2962713
MG,1894,1507687,2941974
MG,1895,1497133,2921380
MG,1896,1486653,2900930
MG,1897,1476247,2880624
MG,1898,1465913,2860460
MG,1899,1455651,2840436
MG,1900,1445462,2820553
MG,1901,1439680,2809271
MG,1902,1433921,2798034
MG,1903,1428186,2786842
MG,1904,1422473,2775694
MG,1905,1416783,2764592
MG,1906,1411116,2753533
MG,1907,1405471,2742519
MG,1908,1399850,2731549
MG,1909,1394250,2720623
MG,1910,1388673,2709740
MG,1911,1385896,2704321
MG,1912,1383124,2698912
MG,1913,1380358,2693514
MG,1914,1377597,2688127
MG,1915,1374842,2682751
MG,1916,1372092,2677386
MG,1917,1369348,2672031
MG,1918,1366609,2666687
MG,1919,1363876,2661353
MG,1920,1361148,2656031
MG,1921,1381566,2695871
MG,1922,1402289,2736309
MG,1923,1423323,2777354
MG,1924,1444673,2819014
MG,1925,1466343,2861299
MG,1926,1488338,2904219
MG,1927,1510664,2947782
MG,1928,1533324,2991999
MG,1929,1556323,3036879
MG,1930,1579668,3082432
MG,1931,1601784,3125586
MG,1932,1624209,3169344
MG,1933,1646947,3213715
MG,1934,1670005,3258707
MG,1935,1693385,3304329
MG,1936,1717092,3350590
MG,1937,1741131,3397498
MG,1938,1765507,3445063
MG,1939,1787331,3487647
MG,1940,1809154,3530231
MG,1941,1830977,3572815
MG,1942,1852801,3615400
MG,1943,1874624,3657984
MG,1944,1896447,3700568
MG,1945,1918270,3743152
MG,1946,1940094,3785736
MG,1947,1961917,3828320
MG,1948,1983740,3870905
MG,1949,2005564,3913489
MG,1950,2027387,3956073
MG,1951,2059228,4057200
MG,1952,2092502,4160835
MG,1953,2126817,4267535
MG,1954,2161313,4377319
MG,1955,2195627,4490113
MG,1956,2230274,4606422
MG,1957,2265588,4726636
MG,1958,2301233,4850846
MG,1959,2336801,4979094
MG,1960,2372176,5111029
MG,1961,2407731,5246158
MG,1962,2443923,5384150
MG,1963,2481229,5525185
MG,1964,2520079,5669863
MG,1965,2560759,5819116
MG,1966,2603827,5974279
MG,1967,2649793,6136486
MG,1968,2700547,6306493
MG,1969,2766303,6484716
MG,1970,2846908,6672003
MG,1971,2931829,6868868
MG,1972,3019290,7074398
MG,1973,3109741,7288048
MG,1974,3203416,7509726
MG,1975,3300067,7739336
MG,1976,3399745,7976831
MG,1977,3502598,8222240
MG,1978,3608865,8475864
MG,1979,3718876,8737581
MG,1980,3832611,9006032
MG,1981,3949547,9279011
MG,1982,4069690,9557671
MG,1983,4193098,9843044
MG,1984,4319689,10134550
MG,1985,4450374,10433142
MG,1986,4586183,10736857
MG,1987,4728224,11047291
MG,1988,4877256,11369462
MG,1989,5033667,11704998
MG,1990,5197864,12055639
MG,1991,5370123,12421412
MG,1992,5550238,12800870
MG,1993,5738460,13197345
MG,1994,5934727,13613850
MG,1995,6138643,14051275
MG,1996,6350655,14510711
MG,1997,6571026,14990814
MG,1998,6799758,15489364
MG,1999,7036179,16000506
MG,2000,7278037,16516338
MG,2001,7520682,17032939
MG,2002,7763297,17549913
MG,2003,8009753,18071854
MG,2004,8264510,18606608
MG,2005,8531989,19159707
MG,2006,8809877,19730909
MG,2007,9096188,20318583
MG,2008,9394496,20923840
MG,2009,9706210,21547280
MG,2010,10032365,22183340
MG,2011,10373267,22822300
MG,2012,10727254,23462438
MG,2013,11095565,24109290
MG,2014,11480464,24764348
MG,2015,11883308,25426702
MG,2016,12304547,26099952
MG,2017,12742514,26788375
MG,2018,13195237,27494926
MG,2019,13657605,28219554
MG,2020,14119268,28953556
MG,2021,14578698,29691083
MG,2022,15044135,30437261
MG,2023,15520398,31195932
MG,2024,16007721,31964956
MH,1800,10112,21175
MH,1801,10112,21175
MH,1802,10112,21175
MH,1803,10112,21175
MH,1804,10112,21175
MH,1805,10112,21175
MH,1806,10112,21175
MH,1807,10112,21175
MH,1808,10112,21175
MH,1809,10112,21175
MH,1810,10112,21175
MH,1811,10112,21175
MH,1812,10112,21175
MH,1813,10112,21175
MH,1814,10112,21175
MH,1815,10112,21175
MH,1816,10112,21175
MH,1817,10112,21175
MH,1818,10112,21175
MH,1819,10112,21175
MH,1820,10112,21175
MH,1821,10112,21175
MH,1822,10112,21175
MH,1823,10112,21175
MH,1824,10112,21175
MH,1825,10112,21175
MH,1826,10112,21175
MH,1827,10112,21175
MH,1828,10112,21175
MH,1829,10112,21175
MH,1830,10112,21175
MH,1831,9962,20862
MH,1832,9815,20554
MH,1833,9670,20250
MH,1834,9527,19951
MH,1835,9386,19656
MH,1836,9248,19365
MH,1837,9111,19079
MH,1838,8976,18797
MH,1839,8844,18519
MH,1840,8713,18246
MH,1841,8584,17976
MH,1842,8457,17710
MH,1843,8332,17449
MH,1844,8209,17191
MH,1845,8088,16937
MH,1846,7968,16686
MH,1847,7851,16440
MH,1848,7735,16197
MH,1849,7620,15958
MH,1850,7508,15722
MH,1851,7397,15489
MH,1852,7287,15260
MH,1853,7180,15035
MH,1854,7074,14813
MH,1855,6969,14594
MH,1856,6866,14378
MH,1857,6765,14166
MH,1858,6665,13956
MH,1859,6566,13750
MH,1860,6469,13547
MH,1861,6469,13547
MH,1862,6469,13547
MH,1863,6469,13547
MH,1864,6469,13547
MH,1865,6469,13547
MH,1866,6469,13547
MH,1867,6469,13547
MH,1868,6469,13547
MH,1869,6469,13547
MH,1870,6469,13547
MH,1871,6469,13547
MH,1872,6469,13547
MH,1873,6469,13547
MH,1874,6469,13547
MH,1875,6469,13547
MH,1876,6469,13547
MH,1877,6469,13547
MH,1878,6469,13547
MH,1879,6469,13547
MH,1880,6469,13547
MH,1881,6469,13547
MH,1882,6469,13547
MH,1883,6469,13547
MH,1884,6469,13547
MH,1885,6469,13547
MH,1886,6469,13547
MH,1887,6469,13547
MH,1888,6469,13547
MH,1889,6469,13547
MH,1890,6469,13547
MH,1891,6469,13547
MH,1892,6469,13547
MH,1893,6469,13547
MH,1894,6469,13547
MH,1895,6469,13547
MH,1896,6469,13547
MH,1897,6469,13547
MH,1898,6469,13547
MH,1899,6469,13547
MH,1900,6469,13547
MH,1901,6469,13547
MH,1902,6469,13547
MH,1903,6469,13547
MH,1904,6373,13345
MH,1905,6278,13146
MH,1906,5573,11671
MH,1907,5573,11671
MH,1908,5573,11671
MH,1909,5573,11671
MH,1910,5548,11619
MH,1911,5523,11566
MH,1912,5498,11514
MH,1913,5474,11463
MH,1914,5465,11445
MH,1915,5457,11428
MH,1916,5449,11410
MH,1917,5440,11393
MH,1918,5432,11375
MH,1919,5424,11358
MH,1920,5415,11341
MH,1921,5407,11323
MH,1922,5399,11306
MH,1923,5391,11289
MH,1924,5382,11271
MH,1925,5374,11254
MH,1926,5872,12296
MH,1927,5872,12296
MH,1928,6270,13130
MH,1929,7066,14797
MH,1930,7265,15214
MH,1931,7564,15839
MH,1932,8161,17090
MH,1933,8360,17507
MH,1934,7265,15214
MH,1935,10749,22509
MH,1936,11047,23134
MH,1937,11644,24384
MH,1938,12441,26052
MH,1939,11921,24964
MH,1940,11401,23876
MH,1941,10882,22788
MH,1942,10362,21700
MH,1943,9843,20612
MH,1944,9323,19524
MH,1945,8804,18436
MH,1946,8284,17348
MH,1947,7765,16260
MH,1948,7245,15172
MH,1949,6726,14084
MH,1950,6206,12996
MH,1951,6213,13111
MH,1952,6231,13215
MH,1953,6257,13309
MH,1954,6295,13392
MH,1955,6354,13482
MH,1956,6413,13570
MH,1957,6469,13638
MH,1958,6535,13805
MH,1959,6627,14197
MH,1960,6731,14703
MH,1961,6839,15219
MH,1962,6962,15755
MH,1963,7106,16302
MH,1964,7273,16852
MH,1965,7463,17402
MH,1966,7674,17927
MH,1967,8026,18655
MH,1968,8651,19862
MH,1969,9423,21305
MH,1970,10014,22530
MH,1971,10208,23366
MH,1972,10198,23992
MH,1973,10218,24581
MH,1974,10410,25296
MH,1975,10744,26154
MH,1976,11081,27021
MH,1977,11417,27906
MH,1978,11740,28809
MH,1979,12058,29738
MH,1980,12406,30774
MH,1981,12819,32017
MH,1982,13290,33397
MH,1983,13795,34811
MH,1984,14337,36264
MH,1985,14920,37761
MH,1986,15533,39286
MH,1987,16154,40828
MH,1988,16764,42321
MH,1989,17287,43586
MH,1990,17737,44629
MH,1991,18211,45568
MH,1992,18701,46388
MH,1993,19214,47093
MH,1994,19758,47712
MH,1995,20316,48266
MH,1996,20865,48775
MH,1997,21414,49259
MH,1998,21974,49717
MH,1999,22535,50202
MH,2000,23094,50706
MH,2001,23639,51123
MH,2002,24164,51425
MH,2003,24664,51639
MH,2004,25127,51791
MH,2005,25549,51906
MH,2006,25923,51992
MH,2007,26222,52035
MH,2008,26434,52030
MH,2009,26569,52019
MH,2010,26618,52044
MH,2011,26572,51907
MH,2012,26424,51419
MH,2013,26187,50681
MH,2014,25902,49796
MH,2015,25595,48800
MH,2016,25243,47709
MH,2017,24829,46529
MH,2018,24361,45285
